Date,Temperature
2024-01-01,1.1690642218310021
2024-01-02,-4.43722891458151
2024-01-03,24.17733781709234
2024-01-04,-4.914567856696088
2024-01-05,13.487827487507147
2024-01-06,25.621251940021324
2024-01-07,19.44816268890092
2024-01-08,0.8101149099056437
2024-01-09,12.539274740637644
2024-01-10,21.579916533409552
2024-01-11,18.552074856782994
2024-01-12,-1.762625074059354
2024-01-13,30.46589413149109
2024-01-14,19.835861259849274
2024-01-15,9.769798198040473
2024-01-16,-4.679152300875016
2024-01-17,19.136403061458097
2024-01-18,2.0833758662066826
2024-01-19,32.55360528816782
2024-01-20,30.536162736683934
2024-01-21,11.94771227959082
2024-01-22,19.130996181137153
2024-01-23,10.356147047113492
2024-01-24,32.96800985782896
2024-01-25,8.046856104904698
2024-01-26,31.05694092878985
2024-01-27,-0.43956098615465233
2024-01-28,16.123912675959943
2024-01-29,28.46885157506805
2024-01-30,15.486859031100565
2024-01-31,-3.6180034458755106
2024-02-01,6.926020117939537
2024-02-02,30.734031483839843
2024-02-03,14.38660570556165
2024-02-04,13.282238121271575
2024-02-05,27.43992555012951
2024-02-06,16.45760399180321
2024-02-07,19.80208054651422
2024-02-08,-3.554268628842614
2024-02-09,28.012115849188042
2024-02-10,3.1993076811336216
2024-02-11,16.26512739023459
2024-02-12,15.990845249026655
2024-02-13,0.27679177569099433
2024-02-14,28.571596720049804
2024-02-15,10.516020813537828
2024-02-16,34.57184030208776
2024-02-17,7.667558718709323
2024-02-18,31.157610717172126
2024-02-19,20.640445087579362
2024-02-20,14.252708107597858
2024-02-21,5.021502794280281
2024-02-22,30.695162015527217
2024-02-23,-3.366714895436176
2024-02-24,34.70939497424679
2024-02-25,32.04602112213057
2024-02-26,13.351734526293399
2024-02-27,22.679995359482866
2024-02-28,29.549444763594003
2024-02-29,-4.679030131470201
2024-03-01,23.03835019887419
2024-03-02,27.905649393143726
2024-03-03,19.087193730987252
2024-03-04,10.045736003249445
2024-03-05,11.487107025819682
2024-03-06,28.979074689101353
2024-03-07,22.303270924839737
2024-03-08,4.663298289851356
2024-03-09,24.730665698357303
2024-03-10,30.332994632514186
2024-03-11,23.362099506650026
2024-03-12,33.81616836072752
2024-03-13,25.057385895465316
2024-03-14,29.385757698483076
2024-03-15,32.85208578249441
2024-03-16,19.189041539431337
2024-03-17,30.467733733922387
2024-03-18,23.479040482805857
2024-03-19,26.662737485092233
2024-03-20,5.362293261684311
2024-03-21,5.560961003210888
2024-03-22,25.607218644569045
2024-03-23,6.066001995130655
2024-03-24,12.46925461815065
2024-03-25,-1.8628054307590114
2024-03-26,34.70989256235407
2024-03-27,-3.8161676747622764
2024-03-28,32.060925809938134
2024-03-29,30.269057302989637
2024-03-30,25.09770858065425
2024-03-31,3.3673156849572017
2024-04-01,16.76283080535432
2024-04-02,11.03459534078311
2024-04-03,17.872675442548612
2024-04-04,-3.712921980446784
2024-04-05,7.184590813333029
2024-04-06,22.617691494806675
2024-04-07,31.53326329256727
2024-04-08,20.12091897578276
2024-04-09,33.242810495383424
2024-04-10,1.6040223779293639
2024-04-11,-2.321078488453896
2024-04-12,13.484734774902517
2024-04-13,14.825285483483167
2024-04-14,10.150965902485328
2024-04-15,0.9895217115879706
2024-04-16,3.514391829780479
2024-04-17,-2.738302989091914
2024-04-18,22.851671951887113
2024-04-19,14.718271680448105
2024-04-20,9.810899950799111
2024-04-21,9.290183433722703
2024-04-22,30.238590621338417
2024-04-23,2.9699729114718387
2024-04-24,29.138300138294312
2024-04-25,5.864305265753217
2024-04-26,-0.46514914603503765
2024-04-27,21.255227210837354
2024-04-28,-3.595324696899951
2024-04-29,-0.26013575510555054
2024-04-30,26.691027683555163
2024-05-01,1.6362980270743233
2024-05-02,32.057448709097265
2024-05-03,22.501610799077024
2024-05-04,13.090194576691182
2024-05-05,7.138171671566704
2024-05-06,17.832369185517166
2024-05-07,4.021368258579532
2024-05-08,-0.6678708854456872
2024-05-09,17.444629497603415
2024-05-10,24.93841257163252
2024-05-11,32.956579322216115
2024-05-12,1.3992437183898465
2024-05-13,-1.9806055219010954
2024-05-14,17.649467456949473
2024-05-15,-2.5348500900599102
2024-05-16,16.123032306817247
2024-05-17,19.914529443678184
2024-05-18,11.043993858594256
2024-05-19,32.432147944176144
2024-05-20,14.565684272293865
2024-05-21,14.622187554132417
2024-05-22,28.797494442133335
2024-05-23,34.469382201964265
2024-05-24,33.461902820626285
2024-05-25,-1.3465103583597449
2024-05-26,22.022824240895087
2024-05-27,2.2229396163599224
2024-05-28,24.387504771101973
2024-05-29,0.7443193195339193
2024-05-30,21.14425213891366
2024-05-31,-4.109961143091581
2024-06-01,23.096809269923696
2024-06-02,-1.5971976949675915
2024-06-03,4.1227561936584145
2024-06-04,23.900425663746514
2024-06-05,32.26643892584371
2024-06-06,-0.44041488929086103
2024-06-07,34.062769725123545
2024-06-08,-4.063036635504931
2024-06-09,26.48289868477343
2024-06-10,30.79190569806424
2024-06-11,23.123951008685708
2024-06-12,7.178963390605105
2024-06-13,-2.7245102940519805
2024-06-14,14.353272288335724
2024-06-15,19.52154536499129
2024-06-16,33.967847002411716
2024-06-17,34.12639834719614
2024-06-18,13.480632548943554
2024-06-19,30.287527275637217
2024-06-20,9.847483786043316
2024-06-21,28.561194336016122
2024-06-22,5.66123310348123
2024-06-23,25.91454545463188
2024-06-24,24.09548201615675
2024-06-25,18.893420377160588
2024-06-26,31.03805410273886
2024-06-27,-1.2047490417681006
2024-06-28,10.27469032319592
2024-06-29,-4.447556807874764
2024-06-30,12.056476118990037
2024-07-01,2.953590477124588
2024-07-02,25.88449928310461
2024-07-03,10.960489448761649
2024-07-04,12.315323898665302
2024-07-05,33.16912496637754
2024-07-06,24.654382875689798
2024-07-07,16.788437107050797
2024-07-08,32.36232400297105
2024-07-09,5.8022947433127605
2024-07-10,29.103028103001016
2024-07-11,27.7815326947256
2024-07-12,29.876692286236782
2024-07-13,31.269102047395656
2024-07-14,17.134564192012487
2024-07-15,1.2923297185193716
2024-07-16,24.14009656504602
2024-07-17,19.773846253726823
2024-07-18,27.044557818344707
2024-07-19,20.84419421988057
2024-07-20,0.574992927439415
2024-07-21,33.532147432001274
2024-07-22,28.30137724865304
2024-07-23,1.0207292715124128
2024-07-24,10.368922607587816
2024-07-25,24.248827916888196
2024-07-26,10.26994796240201
2024-07-27,21.938418774317107
2024-07-28,6.49298374972766
2024-07-29,24.655354370020568
2024-07-30,17.4992172124246
2024-07-31,11.594992953719334
2024-08-01,29.048430251946293
2024-08-02,17.994631448011997
2024-08-03,19.461804654242556
2024-08-04,4.7033492458112605
2024-08-05,33.211440334959654
2024-08-06,12.998910745271392
2024-08-07,-3.3223687647895117
2024-08-08,20.258815450844235
2024-08-09,-0.5711851301721982
2024-08-10,31.43547604564072
2024-08-11,-1.3209571079974802
2024-08-12,12.18746306030664
2024-08-13,-1.968396190393169
2024-08-14,11.656474744040558
2024-08-15,-3.898740889544743
2024-08-16,8.984251533213579
2024-08-17,13.125317113273045
2024-08-18,33.892254403549764
2024-08-19,-1.1426375182706217
2024-08-20,34.245408308304526
2024-08-21,6.666964143222787
2024-08-22,3.2109600163272223
2024-08-23,13.04399787265005
2024-08-24,-3.3046901817933705
2024-08-25,7.442489228899522
2024-08-26,19.666996681355194
2024-08-27,23.6779956284245
2024-08-28,-1.2783236535548204
2024-08-29,1.5099912842345864
2024-08-30,27.527893290932475
2024-08-31,18.485002790544314
2024-09-01,16.84487039991847
