Height,Weight
180.39745408313047,60.6777881723185
160.96762062613203,95.29146603557884
170.39882736494982,79.77307779953674
197.21498169639665,70.29361757247437
154.06128440960478,67.58506674993839
183.29201739688568,76.9264846889985
175.53038313660787,82.9217723738858
155.79447861676607,73.74613319348964
198.91110094512186,75.004647607908
164.9931419472418,50.605604460336856
158.59580680937435,57.60948167035437
150.38250136037522,73.57322374330917
165.43107292681648,66.60801452163462
166.17628392084458,61.322626933593156
169.75953762916274,76.91319549557534
196.25432516117792,80.50024228494209
161.7738595286782,97.47831702377191
183.58574116821958,51.849094132518594
197.31260815769124,85.43216188711318
173.99761959305522,80.6676588816278
159.99579497391187,58.31033022870055
198.96899853540705,85.71628042985043
151.08458729086138,66.26663835780472
162.98409621946388,81.21879095663402
174.89523791436315,89.91860328413686
181.32650189093212,79.73525048487875
188.46138189427205,67.39199736479821
186.2333640737281,76.82827644858656
193.94398288136824,76.76589153511094
182.57652740841712,56.419246012110655
152.16909455485685,86.18261311219106
158.46503533386286,59.87847819083254
193.41454791859553,56.07639468198594
154.273416140916,71.1730725406202
167.53435492861166,62.85014665537378
178.61262041496312,54.9735792644872
186.3028918434262,65.77074307317105
154.25788523547,62.42406788718007
155.00480491573379,95.4489222671591
189.9585442781976,80.77242138075266
176.13929078360422,94.52310279769921
187.48937111849185,72.04935776640588
168.28277872010312,68.05674950866572
193.02757133620568,75.43221933371103
186.15489231118448,84.01776689869988
188.08190887870083,79.11433484974054
191.27682941348434,66.84624196773339
184.58815652714472,73.65522353577161
160.98314416361688,81.60989906162817
184.20123997966382,59.72365584754449
150.98401471729886,59.35850727535316
187.38011206992428,78.74926606641058
190.656435093868,79.72178233219026
182.09100856071504,94.85879106113389
170.96347118070474,54.954270027956774
175.9442097728739,91.0118542122101
195.76313560719956,99.9323126429079
195.70964582340105,62.26335004870684
181.1006609125954,59.16135786865327
158.36384084669626,88.25673136884186
151.86338895952335,87.65793650693439
157.90290934852257,81.4671142705756
173.0457969308873,55.487279294528356
171.12955788704568,83.99879894518571
198.35255663366783,97.12327033797624
164.1291611457382,72.71863848561877
165.08448391937574,82.757596688332
197.28173090797083,70.66512942749495
181.07307368904932,82.98016404811466
161.10420410309297,76.65594893689337
172.0363030266336,66.17028006846657
171.9666507754072,70.60203015568987
157.74951282083236,69.00921614535375
188.96049267428842,56.522847117755866
174.46927354036333,80.3206415959373
168.76820363446222,88.66164286802697
162.90498078293683,73.90055079229946
193.7724512905949,95.1572835935406
179.30255099141004,81.47278150925743
193.68163193735762,62.58234743115658
150.60557818872675,80.48078542031581
163.93656155386043,97.02606884025559
191.48813653863994,77.5171884213908
151.02750076289013,92.74137880644611
199.01122934485093,50.678100168350554
178.40969674243667,77.02637334938329
154.21872459813187,77.23156812835087
179.7741512792062,93.34538633439018
168.3974913300863,71.26813522499185
168.71204337668036,58.58369212605593
198.05603128023182,57.21930611882459
181.42280277491975,73.35389792902936
164.53400406359418,86.99447429484991
183.11341564451908,55.74686821111718
159.1783874239017,69.30685468103246
180.57401678639735,92.33210822204305
174.77835968178437,55.561708102298226
178.11556870334087,80.16204899380772
169.97386946458238,50.25008466621333
175.03574147811662,89.20234900960318
